concept_id,concept_name,concept_code,vocabulary_id,Feature
45542912,Other chronic pain,G89.29,ICD10CM,Pain
45591201,Neoplasm related pain (acute) (chronic),G89.3,ICD10CM,Pain
45562109,Chronic pain syndrome,G89.4,ICD10CM,Pain
710654,Complex regional pain syndrome type I,G90.5,ICD10,Pain
1568425,Complex regional pain syndrome I (CRPS I),G90.5,ICD10CM,Pain
45562110,"Complex regional pain syndrome I, unspecified",G90.50,ICD10CM,Pain
1568426,Complex regional pain syndrome I of upper limb,G90.51,ICD10CM,Pain
45591202,Complex regional pain syndrome I of right upper limb,G90.511,ICD10CM,Pain
45538144,Complex regional pain syndrome I of left upper limb,G90.512,ICD10CM,Pain
45552552,"Complex regional pain syndrome I of upper limb, bilateral",G90.513,ICD10CM,Pain
45547764,Complex regional pain syndrome I of unspecified upper limb,G90.519,ICD10CM,Pain
1568427,Complex regional pain syndrome I of lower limb,G90.52,ICD10CM,Pain
45566909,Complex regional pain syndrome I of right lower limb,G90.521,ICD10CM,Pain
45542913,Complex regional pain syndrome I of left lower limb,G90.522,ICD10CM,Pain
45586319,"Complex regional pain syndrome I of lower limb, bilateral",G90.523,ICD10CM,Pain
45581523,Complex regional pain syndrome I of unspecified lower limb,G90.529,ICD10CM,Pain
45571834,Complex regional pain syndrome I of other specified site,G90.59,ICD10CM,Pain
710655,Complex regional pain syndrome type II,G90.6,ICD10,Pain
710656,"Complex regional pain syndrome, other and unspecified type",G90.7,ICD10,Pain
45562284,Glare sensitivity,H53.71,ICD10CM,Pain
45596140,Ocular pain,H57.1,ICD10,Pain
1568917,Ocular pain,H57.1,ICD10CM,Pain
45543090,"Ocular pain, unspecified eye",H57.10,ICD10CM,Pain
45543091,"Ocular pain, right eye",H57.11,ICD10CM,Pain
45567104,"Ocular pain, left eye",H57.12,ICD10CM,Pain
45557479,"Ocular pain, bilateral",H57.13,ICD10CM,Pain
1569083,Otalgia,H92.0,ICD10CM,Pain
45596177,Otalgia,H92.0,ICD10,Pain
45572069,"Otalgia, right ear",H92.01,ICD10CM,Pain
45586557,"Otalgia, left ear",H92.02,ICD10CM,Pain
45586558,"Otalgia, bilateral",H92.03,ICD10CM,Pain
45552764,"Otalgia, unspecified ear",H92.09,ICD10CM,Pain
45538444,Erythromelalgia,I73.81,ICD10CM,Pain
1569397,Varicose veins of lower extremities with pain,I83.81,ICD10CM,Pain
45605863,Varicose veins of right lower extremity with pain,I83.811,ICD10CM,Pain
45543240,Varicose veins of left lower extremity with pain,I83.812,ICD10CM,Pain
45605864,Varicose veins of bilateral lower extremities with pain,I83.813,ICD10CM,Pain
45552858,Varicose veins of unspecified lower extremity with pain,I83.819,ICD10CM,Pain
45596306,Glossodynia,K14.6,ICD10,Pain
35208185,Glossodynia,K14.6,ICD10CM,Pain
45586941,Pain in joint,M25.5,ICD10,Pain
1570565,Pain in joint,M25.5,ICD10CM,Pain
42617250,"Pain in joint, multiple sites",M25.50,ICD10,Pain
45577227,Pain in unspecified joint,M25.50,ICD10CM,Pain
42617251,"Pain in joint, shoulder region",M25.51,ICD10,Pain
1570566,Pain in shoulder,M25.51,ICD10CM,Pain
45591807,Pain in right shoulder,M25.511,ICD10CM,Pain
45591808,Pain in left shoulder,M25.512,ICD10CM,Pain
45606200,Pain in unspecified shoulder,M25.519,ICD10CM,Pain
45591809,Pain in elbow,M25.52,ICD10CM,Pain
42617252,"Pain in joint, upper arm",M25.52,ICD10,Pain
45601423,Pain in right elbow,M25.521,ICD10CM,Pain
45553157,Pain in left elbow,M25.522,ICD10CM,Pain
45606201,Pain in unspecified elbow,M25.529,ICD10CM,Pain
45606202,Pain in wrist,M25.53,ICD10CM,Pain
42617253,"Pain in joint, forearm",M25.53,ICD10,Pain
45557855,Pain in right wrist,M25.531,ICD10CM,Pain
45553158,Pain in left wrist,M25.532,ICD10CM,Pain
45557856,Pain in unspecified wrist,M25.539,ICD10CM,Pain
42617254,"Pain in joint, hand",M25.54,ICD10,Pain
37200700,Pain in joints of hand,M25.54,ICD10CM,Pain
37200701,Pain in joints of right hand,M25.541,ICD10CM,Pain
37200702,Pain in joints of left hand,M25.542,ICD10CM,Pain
37200703,Pain in joints of unspecified hand,M25.549,ICD10CM,Pain
42617255,"Pain in joint, pelvic region and thigh",M25.55,ICD10,Pain
1570567,Pain in hip,M25.55,ICD10CM,Pain
45562699,Pain in right hip,M25.551,ICD10CM,Pain
45572430,Pain in left hip,M25.552,ICD10CM,Pain
45577228,Pain in unspecified hip,M25.559,ICD10CM,Pain
1570568,Pain in knee,M25.56,ICD10CM,Pain
42617256,"Pain in joint, lower leg",M25.56,ICD10,Pain
45596549,Pain in right knee,M25.561,ICD10CM,Pain
45533816,Pain in left knee,M25.562,ICD10CM,Pain
45548395,Pain in unspecified knee,M25.569,ICD10CM,Pain
42617257,"Pain in joint, ankle and foot",M25.57,ICD10,Pain
1570569,Pain in ankle and joints of foot,M25.57,ICD10CM,Pain
45538740,Pain in right ankle and joints of right foot,M25.571,ICD10CM,Pain
45582116,Pain in left ankle and joints of left foot,M25.572,ICD10CM,Pain
45572431,Pain in unspecified ankle and joints of unspecified foot,M25.579,ICD10CM,Pain
42619348,"Pain in joint, other",M25.58,ICD10,Pain
725389,Pain in other specified joint,M25.59,ICD10CM,Pain
42617258,"Pain in joint, site unspecified",M25.59,ICD10,Pain
45586953,Arthralgia of temporomandibular joint,M26.62,ICD10CM,Pain
37200712,Arthralgia of right temporomandibular joint,M26.621,ICD10CM,Pain
37200713,Arthralgia of left temporomandibular joint,M26.622,ICD10CM,Pain
37200714,Arthralgia of bilateral temporomandibular joint,M26.623,ICD10CM,Pain
37200715,"Arthralgia of temporomandibular joint, unspecified side",M26.629,ICD10CM,Pain
1326708,"Spinal stenosis, lumbar region with neurogenic claudication",M48.062,ICD10CM,Pain
1570701,Dorsalgia,M54,ICD10CM,Pain
45553203,Dorsalgia,M54,ICD10,Pain
1570702,Panniculitis affecting regions of neck and back,M54.0,ICD10CM,Pain
45601479,"Panniculitis affecting regions of neck and back, site unspecified",M54.00,ICD10CM,Pain
45586993,"Panniculitis affecting regions, neck and back, multiple sites in spine",M54.09,ICD10CM,Pain
35208968,Cervicalgia,M54.2,ICD10CM,Pain
45591867,Cervicalgia,M54.2,ICD10,Pain
45586994,Sciatica,M54.3,ICD10,Pain
1570704,Sciatica,M54.3,ICD10CM,Pain
45553204,"Sciatica, unspecified side",M54.30,ICD10CM,Pain
45596595,"Sciatica, right side",M54.31,ICD10CM,Pain
45548443,"Sciatica, left side",M54.32,ICD10CM,Pain
45553205,Lumbago with sciatica,M54.4,ICD10,Pain
1570705,Lumbago with sciatica,M54.4,ICD10CM,Pain
45567580,"Lumbago with sciatica, unspecified side",M54.40,ICD10CM,Pain
45543613,"Lumbago with sciatica, right side",M54.41,ICD10CM,Pain
45553206,"Lumbago with sciatica, left side",M54.42,ICD10CM,Pain
45553207,Low back pain,M54.5,ICD10,Pain
35208969,Low back pain,M54.5,ICD10CM,Pain
766412,"Low back pain, unspecified",M54.50,ICD10CM,Pain
766413,Vertebrogenic low back pain,M54.51,ICD10CM,Pain
766414,Other low back pain,M54.59,ICD10CM,Pain
35208970,Pain in thoracic spine,M54.6,ICD10CM,Pain
45606247,Pain in thoracic spine,M54.6,ICD10,Pain
1570706,Other dorsalgia,M54.8,ICD10CM,Pain
45538790,Other dorsalgia,M54.8,ICD10,Pain
42617896,"Other dorsalgia, multiple sites in spine",M54.80,ICD10,Pain
42617897,"Other dorsalgia, occipito-atlanto-axial region",M54.81,ICD10,Pain
45548444,Occipital neuralgia,M54.81,ICD10CM,Pain
42617898,"Other dorsalgia, cervical region",M54.82,ICD10,Pain
42617899,"Other dorsalgia, cervicothoracic region",M54.83,ICD10,Pain
42617900,"Other dorsalgia, thoracic region",M54.84,ICD10,Pain
42617901,"Other dorsalgia, thoracolumbar region",M54.85,ICD10,Pain
42617902,"Other dorsalgia, lumbar region",M54.86,ICD10,Pain
42617903,"Other dorsalgia, lumbosacral region",M54.87,ICD10,Pain
42617904,"Other dorsalgia, sacral and sacrococcygeal region",M54.88,ICD10,Pain
42617905,"Other dorsalgia, site unspecified",M54.89,ICD10,Pain
45557903,Other dorsalgia,M54.89,ICD10CM,Pain
35208971,"Dorsalgia, unspecified",M54.9,ICD10CM,Pain
45538791,"Dorsalgia, unspecified",M54.9,ICD10,Pain
42617906,"Dorsalgia, unspecified, multiple sites in spine",M54.90,ICD10,Pain
42617907,"Dorsalgia, unspecified, occipito-atlanto-axial region",M54.91,ICD10,Pain
42617908,"Dorsalgia, unspecified, cervical region",M54.92,ICD10,Pain
42617909,"Dorsalgia, unspecified, cervicothoracic region",M54.93,ICD10,Pain
42617910,"Dorsalgia, unspecified, thoracic region",M54.94,ICD10,Pain
42617911,"Dorsalgia, unspecified, thoracolumbar region",M54.95,ICD10,Pain
42617912,"Dorsalgia, unspecified, lumbar region",M54.96,ICD10,Pain
42617913,"Dorsalgia, unspecified, lumbosacral region",M54.97,ICD10,Pain
42617914,"Dorsalgia, unspecified, sacral and sacrococcygeal region",M54.98,ICD10,Pain
42617915,"Dorsalgia, unspecified, site unspecified",M54.99,ICD10,Pain
1570963,Trochanteric bursitis,M70.6,ICD10CM,Pain
45606304,Trochanteric bursitis,M70.6,ICD10,Pain
45543668,"Trochanteric bursitis, unspecified hip",M70.60,ICD10CM,Pain
45567633,"Trochanteric bursitis, right hip",M70.61,ICD10CM,Pain
45557963,"Trochanteric bursitis, left hip",M70.62,ICD10CM,Pain
45601544,Metatarsalgia,M77.4,ICD10,Pain
1571055,Metatarsalgia,M77.4,ICD10CM,Pain
45577352,"Metatarsalgia, unspecified foot",M77.40,ICD10CM,Pain
45577353,"Metatarsalgia, right foot",M77.41,ICD10CM,Pain
45596685,"Metatarsalgia, left foot",M77.42,ICD10CM,Pain
35209007,"Neuralgia and neuritis, unspecified",M79.2,ICD10CM,Pain
45548502,"Neuralgia and neuritis, unspecified",M79.2,ICD10,Pain
42618452,"Neuralgia and neuritis, unspecified, shoulder region",M79.21,ICD10,Pain
42618453,"Neuralgia and neuritis, unspecified, upper arm",M79.22,ICD10,Pain
42618457,"Neuralgia and neuritis, unspecified, lower leg",M79.26,ICD10,Pain
42618458,"Neuralgia and neuritis, unspecified, ankle and foot",M79.27,ICD10,Pain
42618459,"Neuralgia and neuritis, unspecified, other",M79.28,ICD10,Pain
42618460,"Neuralgia and neuritis, unspecified, site unspecified",M79.29,ICD10,Pain
45587063,Pain in limb,M79.6,ICD10,Pain
1571058,"Pain in limb, hand, foot, fingers and toes",M79.6,ICD10CM,Pain
42618481,"Pain in limb, multiple sites",M79.60,ICD10,Pain
1571059,"Pain in limb, unspecified",M79.60,ICD10CM,Pain
45557992,Pain in right arm,M79.601,ICD10CM,Pain
45562837,Pain in left arm,M79.602,ICD10CM,Pain
45587064,"Pain in arm, unspecified",M79.603,ICD10CM,Pain
45533939,Pain in right leg,M79.604,ICD10CM,Pain
45582247,Pain in left leg,M79.605,ICD10CM,Pain
45543689,"Pain in leg, unspecified",M79.606,ICD10CM,Pain
45562838,Pain in unspecified limb,M79.609,ICD10CM,Pain
42618482,"Pain in limb, shoulder region",M79.61,ICD10,Pain
1571060,Pain in upper arm,M79.62,ICD10CM,Pain
42618483,"Pain in limb, upper arm",M79.62,ICD10,Pain
45562839,Pain in right upper arm,M79.621,ICD10CM,Pain
45582248,Pain in left upper arm,M79.622,ICD10CM,Pain
45553271,Pain in unspecified upper arm,M79.629,ICD10CM,Pain
45567659,Pain in forearm,M79.63,ICD10CM,Pain
42618484,"Pain in limb, forearm",M79.63,ICD10,Pain
45543690,Pain in right forearm,M79.631,ICD10CM,Pain
45533940,Pain in left forearm,M79.632,ICD10CM,Pain
45577358,Pain in unspecified forearm,M79.639,ICD10CM,Pain
42618485,"Pain in limb, hand",M79.64,ICD10,Pain
1571061,Pain in hand and fingers,M79.64,ICD10CM,Pain
45582249,Pain in right hand,M79.641,ICD10CM,Pain
45582250,Pain in left hand,M79.642,ICD10CM,Pain
45538866,Pain in unspecified hand,M79.643,ICD10CM,Pain
45538867,Pain in right finger(s),M79.644,ICD10CM,Pain
45606323,Pain in left finger(s),M79.645,ICD10CM,Pain
45591934,Pain in unspecified finger(s),M79.646,ICD10CM,Pain
1571062,Pain in thigh,M79.65,ICD10CM,Pain
42618486,"Pain in limb, pelvic region and thigh",M79.65,ICD10,Pain
45591935,Pain in right thigh,M79.651,ICD10CM,Pain
45587065,Pain in left thigh,M79.652,ICD10CM,Pain
45601545,Pain in unspecified thigh,M79.659,ICD10CM,Pain
1571063,Pain in lower leg,M79.66,ICD10CM,Pain
42618487,"Pain in limb, lower leg",M79.66,ICD10,Pain
45587066,Pain in right lower leg,M79.661,ICD10CM,Pain
45572552,Pain in left lower leg,M79.662,ICD10CM,Pain
45587067,Pain in unspecified lower leg,M79.669,ICD10CM,Pain
42618488,"Pain in limb, ankle and foot",M79.67,ICD10,Pain
1571064,Pain in foot and toes,M79.67,ICD10CM,Pain
45562840,Pain in right foot,M79.671,ICD10CM,Pain
45538868,Pain in left foot,M79.672,ICD10CM,Pain
45557993,Pain in unspecified foot,M79.673,ICD10CM,Pain
45601546,Pain in right toe(s),M79.674,ICD10CM,Pain
45591936,Pain in left toe(s),M79.675,ICD10CM,Pain
45533941,Pain in unspecified toe(s),M79.676,ICD10CM,Pain
42618489,"Pain in limb, other",M79.68,ICD10,Pain
42618490,"Pain in limb, site unspecified",M79.69,ICD10,Pain
45548604,Algoneurodystrophy,M89.0,ICD10,Pain
1571296,Algoneurodystrophy,M89.0,ICD10CM,Pain
45592067,"Algoneurodystrophy, unspecified site",M89.00,ICD10CM,Pain
42619104,"Algoneurodystrophy, multiple sites",M89.00,ICD10,Pain
1571297,"Algoneurodystrophy, shoulder",M89.01,ICD10CM,Pain
42619105,"Algoneurodystrophy, shoulder region",M89.01,ICD10,Pain
45543801,"Algoneurodystrophy, right shoulder",M89.011,ICD10CM,Pain
45596802,"Algoneurodystrophy, left shoulder",M89.012,ICD10CM,Pain
45601670,"Algoneurodystrophy, unspecified shoulder",M89.019,ICD10CM,Pain
1571298,"Algoneurodystrophy, upper arm",M89.02,ICD10CM,Pain
42619106,"Algoneurodystrophy, upper arm",M89.02,ICD10,Pain
45534064,"Algoneurodystrophy, right upper arm",M89.021,ICD10CM,Pain
45567782,"Algoneurodystrophy, left upper arm",M89.022,ICD10CM,Pain
45601671,"Algoneurodystrophy, unspecified upper arm",M89.029,ICD10CM,Pain
1571299,"Algoneurodystrophy, forearm",M89.03,ICD10CM,Pain
42619107,"Algoneurodystrophy, forearm",M89.03,ICD10,Pain
45538985,"Algoneurodystrophy, right forearm",M89.031,ICD10CM,Pain
45582342,"Algoneurodystrophy, left forearm",M89.032,ICD10CM,Pain
45553392,"Algoneurodystrophy, unspecified forearm",M89.039,ICD10CM,Pain
42619108,"Algoneurodystrophy, hand",M89.04,ICD10,Pain
1571300,"Algoneurodystrophy, hand",M89.04,ICD10CM,Pain
45587193,"Algoneurodystrophy, right hand",M89.041,ICD10CM,Pain
45567783,"Algoneurodystrophy, left hand",M89.042,ICD10CM,Pain
45592068,"Algoneurodystrophy, unspecified hand",M89.049,ICD10CM,Pain
42619109,"Algoneurodystrophy, pelvic region and thigh",M89.05,ICD10,Pain
1571301,"Algoneurodystrophy, thigh",M89.05,ICD10CM,Pain
45601672,"Algoneurodystrophy, right thigh",M89.051,ICD10CM,Pain
45538986,"Algoneurodystrophy, left thigh",M89.052,ICD10CM,Pain
45596803,"Algoneurodystrophy, unspecified thigh",M89.059,ICD10CM,Pain
42619110,"Algoneurodystrophy, lower leg",M89.06,ICD10,Pain
1571302,"Algoneurodystrophy, lower leg",M89.06,ICD10CM,Pain
45572657,"Algoneurodystrophy, right lower leg",M89.061,ICD10CM,Pain
45562961,"Algoneurodystrophy, left lower leg",M89.062,ICD10CM,Pain
45553393,"Algoneurodystrophy, unspecified lower leg",M89.069,ICD10CM,Pain
42619111,"Algoneurodystrophy, ankle and foot",M89.07,ICD10,Pain
1571303,"Algoneurodystrophy, ankle and foot",M89.07,ICD10CM,Pain
45567784,"Algoneurodystrophy, right ankle and foot",M89.071,ICD10CM,Pain
45582343,"Algoneurodystrophy, left ankle and foot",M89.072,ICD10CM,Pain
45582344,"Algoneurodystrophy, unspecified ankle and foot",M89.079,ICD10CM,Pain
42619112,"Algoneurodystrophy, other",M89.08,ICD10,Pain
45592069,"Algoneurodystrophy, other site",M89.08,ICD10CM,Pain
45548605,"Algoneurodystrophy, multiple sites",M89.09,ICD10CM,Pain
42619113,"Algoneurodystrophy, site unspecified",M89.09,ICD10,Pain
45596859,Unspecified renal colic,N23,ICD10,Pain
35209290,Unspecified renal colic,N23,ICD10CM,Pain
45577528,Prostatodynia syndrome,N42.81,ICD10CM,Pain
37200883,Testicular pain,N50.81,ICD10CM,Pain
37200884,Right testicular pain,N50.811,ICD10CM,Pain
37200885,Left testicular pain,N50.812,ICD10CM,Pain
37200886,"Testicular pain, unspecified",N50.819,ICD10CM,Pain
37200887,Scrotal pain,N50.82,ICD10CM,Pain
45587249,Painful ejaculation,N53.12,ICD10CM,Pain
35209362,Mastodynia,N64.4,ICD10CM,Pain
45539060,Mastodynia,N64.4,ICD10,Pain
35209486,Primary dysmenorrhea,N94.4,ICD10CM,Pain
45606521,Primary dysmenorrhoea,N94.4,ICD10,Pain
35209487,Secondary dysmenorrhea,N94.5,ICD10CM,Pain
45601760,Secondary dysmenorrhoea,N94.5,ICD10,Pain
45606522,"Dysmenorrhoea, unspecified",N94.6,ICD10,Pain
35209488,"Dysmenorrhea, unspecified",N94.6,ICD10CM,Pain
45577545,Vulvodynia,N94.81,ICD10CM,Pain
45592160,Other vulvodynia,N94.818,ICD10CM,Pain
45601761,"Vulvodynia, unspecified",N94.819,ICD10CM,Pain
45577780,Abdominal and pelvic pain,R10,ICD10,Pain
1572198,Abdominal and pelvic pain,R10,ICD10CM,Pain
1572199,Pain localized to upper abdomen,R10.1,ICD10CM,Pain
45568111,Pain localized to upper abdomen,R10.1,ICD10,Pain
45577781,"Upper abdominal pain, unspecified",R10.10,ICD10CM,Pain
45568112,Right upper quadrant pain,R10.11,ICD10CM,Pain
45597168,Left upper quadrant pain,R10.12,ICD10CM,Pain
45558454,Epigastric pain,R10.13,ICD10CM,Pain
35211290,Pelvic and perineal pain,R10.2,ICD10CM,Pain
45548947,Pelvic and perineal pain,R10.2,ICD10,Pain
45534426,Pain localized to other parts of lower abdomen,R10.3,ICD10,Pain
1572200,Pain localized to other parts of lower abdomen,R10.3,ICD10CM,Pain
45563290,"Lower abdominal pain, unspecified",R10.30,ICD10CM,Pain
45582694,Right lower quadrant pain,R10.31,ICD10CM,Pain
45553715,Left lower quadrant pain,R10.32,ICD10CM,Pain
45592407,Periumbilical pain,R10.33,ICD10CM,Pain
45568113,Other and unspecified abdominal pain,R10.4,ICD10,Pain
1572201,Other abdominal pain,R10.8,ICD10CM,Pain
45602007,Colic,R10.83,ICD10CM,Pain
45558455,Generalized abdominal pain,R10.84,ICD10CM,Pain
45568114,Unspecified abdominal pain,R10.9,ICD10CM,Pain
35211292,Heartburn,R12,ICD10CM,Pain
45539318,Heartburn,R12,ICD10,Pain
45592410,Gas pain,R14.1,ICD10CM,Pain
1572226,Pain associated with micturition,R30,ICD10CM,Pain
45577789,Pain associated with micturition,R30,ICD10,Pain
35211336,Dysuria,R30.0,ICD10CM,Pain
45592416,Dysuria,R30.0,ICD10,Pain
35211337,Vesical tenesmus,R30.1,ICD10CM,Pain
45602017,Vesical tenesmus,R30.1,ICD10,Pain
35211338,"Painful micturition, unspecified",R30.9,ICD10CM,Pain
45577790,"Painful micturition, unspecified",R30.9,ICD10,Pain
37201092,Chronic bladder pain,R39.82,ICD10CM,Pain
35211388,Headache,R51,ICD10CM,Pain
45558474,Headache,R51,ICD10,Pain
725458,"Headache with orthostatic component, not elsewhere classified",R51.0,ICD10CM,Pain
725459,"Headache, unspecified",R51.9,ICD10CM,Pain
45548974,"Pain, not elsewhere classified",R52,ICD10,Pain
35211389,"Pain, unspecified",R52,ICD10CM,Pain
45573031,Acute pain,R52.0,ICD10,Pain
45582717,Chronic intractable pain,R52.1,ICD10,Pain
45568139,Other chronic pain,R52.2,ICD10,Pain
45544151,"Pain, unspecified",R52.9,ICD10,Pain
45577808,Jaw pain,R68.84,ICD10CM,Pain
1572189,Hemorrhage from respiratory passages,R04,ICD10CM,RespiratorySymptoms
45755626,Haemorrhage from respiratory passages,R04,ICD10,RespiratorySymptoms
35211270,Epistaxis,R04.0,ICD10CM,RespiratorySymptoms
45606791,Epistaxis,R04.0,ICD10,RespiratorySymptoms
35211271,Hemorrhage from throat,R04.1,ICD10CM,RespiratorySymptoms
45602000,Haemorrhage from throat,R04.1,ICD10,RespiratorySymptoms
35211272,Hemoptysis,R04.2,ICD10CM,RespiratorySymptoms
45577777,Haemoptysis,R04.2,ICD10,RespiratorySymptoms
45553713,Haemorrhage from other sites in respiratory passages,R04.8,ICD10,RespiratorySymptoms
35211273,Hemorrhage from other sites in respiratory passages,R04.8,ICD10CM,RespiratorySymptoms
45558447,Acute idiopathic pulmonary hemorrhage in infants,R04.81,ICD10CM,RespiratorySymptoms
45563287,Hemorrhage from other sites in respiratory passages,R04.89,ICD10CM,RespiratorySymptoms
35211274,"Hemorrhage from respiratory passages, unspecified",R04.9,ICD10CM,RespiratorySymptoms
45558448,"Haemorrhage from respiratory passages, unspecified",R04.9,ICD10,RespiratorySymptoms
45582691,Abnormalities of breathing,R06,ICD10,RespiratorySymptoms
1572190,Abnormalities of breathing,R06,ICD10CM,RespiratorySymptoms
1572191,Dyspnea,R06.0,ICD10CM,RespiratorySymptoms
45558449,Dyspnoea,R06.0,ICD10,RespiratorySymptoms
45587496,"Dyspnea, unspecified",R06.00,ICD10CM,RespiratorySymptoms
45597165,Orthopnea,R06.01,ICD10CM,RespiratorySymptoms
45534422,Shortness of breath,R06.02,ICD10CM,RespiratorySymptoms
1326788,Acute respiratory distress,R06.03,ICD10CM,RespiratorySymptoms
45548944,Other forms of dyspnea,R06.09,ICD10CM,RespiratorySymptoms
45548945,Stridor,R06.1,ICD10,RespiratorySymptoms
35211276,Stridor,R06.1,ICD10CM,RespiratorySymptoms
35211277,Wheezing,R06.2,ICD10CM,RespiratorySymptoms
45548946,Wheezing,R06.2,ICD10,RespiratorySymptoms
45544129,Periodic breathing,R06.3,ICD10,RespiratorySymptoms
35211278,Periodic breathing,R06.3,ICD10CM,RespiratorySymptoms
35211279,Hyperventilation,R06.4,ICD10CM,RespiratorySymptoms
45573005,Hyperventilation,R06.4,ICD10,RespiratorySymptoms
45573006,Mouth breathing,R06.5,ICD10,RespiratorySymptoms
35211280,Mouth breathing,R06.5,ICD10CM,RespiratorySymptoms
45582692,Hiccough,R06.6,ICD10,RespiratorySymptoms
35211281,Hiccough,R06.6,ICD10CM,RespiratorySymptoms
35211282,Sneezing,R06.7,ICD10CM,RespiratorySymptoms
45582693,Sneezing,R06.7,ICD10,RespiratorySymptoms
45534423,Other and unspecified abnormalities of breathing,R06.8,ICD10,RespiratorySymptoms
1572192,Other abnormalities of breathing,R06.8,ICD10CM,RespiratorySymptoms
45606793,"Apnea, not elsewhere classified",R06.81,ICD10CM,RespiratorySymptoms
45539314,"Tachypnea, not elsewhere classified",R06.82,ICD10CM,RespiratorySymptoms
45553714,Snoring,R06.83,ICD10CM,RespiratorySymptoms
45577778,Other abnormalities of breathing,R06.89,ICD10CM,RespiratorySymptoms
45563288,Unspecified abnormalities of breathing,R06.9,ICD10CM,RespiratorySymptoms
1572195,Other symptoms and signs involving the circulatory and respiratory system,R09,ICD10CM,RespiratorySymptoms
45755627,Other symptoms and signs involving the circulatory and respiratory systems,R09,ICD10,RespiratorySymptoms
1572196,Asphyxia and hypoxemia,R09.0,ICD10CM,RespiratorySymptoms
45539315,Asphyxia,R09.0,ICD10,RespiratorySymptoms
45568110,Asphyxia,R09.01,ICD10CM,RespiratorySymptoms
45573007,Hypoxemia,R09.02,ICD10CM,RespiratorySymptoms
45539316,Pleurisy,R09.1,ICD10,RespiratorySymptoms
35211286,Pleurisy,R09.1,ICD10CM,RespiratorySymptoms
35211287,Respiratory arrest,R09.2,ICD10CM,RespiratorySymptoms
45558451,Respiratory arrest,R09.2,ICD10,RespiratorySymptoms
45558452,Abnormal sputum,R09.3,ICD10,RespiratorySymptoms
35211288,Abnormal sputum,R09.3,ICD10CM,RespiratorySymptoms
1572197,Other specified symptoms and signs involving the circulatory and respiratory systems,R09.8,ICD10CM,RespiratorySymptoms
45573008,Other specified symptoms and signs involving the circulatory and respiratory systems,R09.8,ICD10,RespiratorySymptoms
45602003,Nasal congestion,R09.81,ICD10CM,RespiratorySymptoms
45606794,Postnasal drip,R09.82,ICD10CM,RespiratorySymptoms
45558453,Other specified symptoms and signs involving the circulatory and respiratory systems,R09.89,ICD10CM,RespiratorySymptoms
45562121,Xeroderma of eyelid,H01.14,ICD10CM,SkinSymptoms
45547779,Xeroderma of right upper eyelid,H01.141,ICD10CM,SkinSymptoms
45600818,Xeroderma of right lower eyelid,H01.142,ICD10CM,SkinSymptoms
45595975,"Xeroderma of right eye, unspecified eyelid",H01.143,ICD10CM,SkinSymptoms
45576621,Xeroderma of left upper eyelid,H01.144,ICD10CM,SkinSymptoms
45566916,Xeroderma of left lower eyelid,H01.145,ICD10CM,SkinSymptoms
45600819,"Xeroderma of left eye, unspecified eyelid",H01.146,ICD10CM,SkinSymptoms
45581529,"Xeroderma of unspecified eye, unspecified eyelid",H01.149,ICD10CM,SkinSymptoms
1568479,Vitiligo of eyelid and periocular area,H02.73,ICD10CM,SkinSymptoms
45586344,Vitiligo of right upper eyelid and periocular area,H02.731,ICD10CM,SkinSymptoms
45566930,Vitiligo of right lower eyelid and periocular area,H02.732,ICD10CM,SkinSymptoms
45538173,"Vitiligo of right eye, unspecified eyelid and periocular area",H02.733,ICD10CM,SkinSymptoms
45557286,Vitiligo of left upper eyelid and periocular area,H02.734,ICD10CM,SkinSymptoms
45552568,Vitiligo of left lower eyelid and periocular area,H02.735,ICD10CM,SkinSymptoms
45605586,"Vitiligo of left eye, unspecified eyelid and periocular area",H02.736,ICD10CM,SkinSymptoms
45542944,"Vitiligo of unspecified eye, unspecified eyelid and periocular area",H02.739,ICD10CM,SkinSymptoms
45581939,Exfoliative dermatitis,L26,ICD10,SkinSymptoms
35208482,Exfoliative dermatitis,L26,ICD10CM,SkinSymptoms
35208483,Generalized skin eruption due to drugs and medicaments taken internally,L27.0,ICD10CM,SkinSymptoms
45538572,Generalized skin eruption due to drugs and medicaments,L27.0,ICD10,SkinSymptoms
45533639,Localized skin eruption due to drugs and medicaments,L27.1,ICD10,SkinSymptoms
35208484,Localized skin eruption due to drugs and medicaments taken internally,L27.1,ICD10CM,SkinSymptoms
45577033,Prurigo nodularis,L28.1,ICD10,SkinSymptoms
35208489,Prurigo nodularis,L28.1,ICD10CM,SkinSymptoms
35208490,Other prurigo,L28.2,ICD10CM,SkinSymptoms
45581940,Other prurigo,L28.2,ICD10,SkinSymptoms
45596372,Pruritus,L29,ICD10,SkinSymptoms
1569775,Pruritus,L29,ICD10CM,SkinSymptoms
45601220,Other pruritus,L29.8,ICD10,SkinSymptoms
35208495,Other pruritus,L29.8,ICD10CM,SkinSymptoms
35208496,"Pruritus, unspecified",L29.9,ICD10CM,SkinSymptoms
45548195,"Pruritus, unspecified",L29.9,ICD10,SkinSymptoms
45562537,Lichen planus,L43,ICD10,SkinSymptoms
1569780,Lichen planus,L43,ICD10CM,SkinSymptoms
35208521,Hypertrophic lichen planus,L43.0,ICD10CM,SkinSymptoms
45567357,Hypertrophic lichen planus,L43.0,ICD10,SkinSymptoms
